No,Unit,Channel,Year,Month,Views Cummulative,Engaged views,Watch time (hours),Subscribers,Average view duration,Average percentage viewed (%),Videos published,Impressions,Impressions click-through rate (%),Unique viewers,New viewers,Returning viewers,Casual viewers,Regular viewers,Subscribers gained,Subscribers lost,Likes,Dislikes,Shares,Comments added,Revenue Cummulative (IDR),Transaction revenue (IDR),Transactions,YouTube Premium (IDR),Watch Page ads (IDR),YouTube ad revenue (IDR),Ad impressions,CPM (IDR),Estimated monetized playbacks,RPM (IDR),Product clicks,Product impressions,Total sales (IDR),Orders,YouTube Premium views,YouTube Premium watch time (hours),Hours streamed,Reminders set,Chat messages,Reactions,Remix count,Remix views,Community clip views,Watch time from community clips (hours),Card clicks,Cards shown,End screen element clicks,End screen elements shown, Total members, Active members, Members gained, Members lost, Canceled memberships, Exit surveys, Average membership tenure (days), Churn rate (%),Lifetime Subscriber/Followers,New Subscribers/Followers,Views Fresh Content, Revenue Fresh Content (IDR), Revenue Fresh Content (USD),"View
 Male (%)","View
 Female (%)","View
 Other (%)",13 - 17 Years,18 - 24 Years,25 - 34 Years,35 - 44 Years,45 - 54 Years,55 - 64 Years,65+ Years
610,Okezone,Radio RDI 97.1 FM Jakarta,2026,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Okezone,Radio RDI 97.1 FM Jakarta,2026,November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,Okezone,Radio RDI 97.1 FM Jakarta,2026,December,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Sindonews,Sindo Kalam,2024,January,"167,379","167,379","1,054",575,00:00:22,47,8,"888,627",8,"118,558","92,609","25,949","25,949",0,752,177,"1,757",104,219,29,"50,979",0,0,357,"49,954","90,826","11,638","7,804","10,944",305,0,0,0,0,656,6,3,0,0,0,3,260,0,0,0,0,0,448,,,,,,,,,"80,995",575,,  -   ,,,,,,,,,,,
614,Sindonews,Sindo Kalam,2024,February,"202,384","202,384","1,087",833,00:00:19,54,0,"1,152,144",8,"141,144","108,748","32,269","32,269",0,"1,057",224,"2,428",180,207,32,"42,678",0,0,503,"41,627","75,685","9,429","8,027","9,059",211,0,0,0,0,767,6,3,0,0,0,4,"3,678",0,0,0,0,0,186,,,,,,,,,"81,828",833,,  -   ,,,,,,,,,,,
615,Sindonews,Sindo Kalam,2024,March,"1,409,424","1,409,424","6,206","5,337",00:00:15,93,31,"11,522,780",5,"1,088,571","1,012,870","75,701","75,701",0,"6,287",950,"25,224","1,298","1,089",978,"52,211",0,0,"1,492","47,421","86,219","9,160","9,413","8,521",37,0,0,0,0,"5,496",30,1,1,0,0,22,"6,959",0,0,0,0,0,247,,,,,,,,,"87,165","5,337",,  -   ,,,,,,,,,,,
616,Sindonews,Sindo Kalam,2024,April,"266,401","266,401","1,574","1,251",00:00:21,62,0,"1,631,283",8,"190,105","134,567","55,538","55,538",0,"1,538",287,"3,197",177,329,56,"30,865",0,0,693,"29,549","53,727","6,242","8,607","5,747",116,0,0,0,0,881,8,,0,,,15,"1,831",0,0,0,0,2,255,,,,,,,,,"88,416","1,251",,  -   ,,,,,,,,,,,
617,Sindonews,Sindo Kalam,2024,May,"293,131","293,131","1,715","1,327",00:00:21,65,,"1,875,962",9,"202,231","144,452","57,779","57,779",0,"1,667",340,"3,331",227,335,103,"30,610",0,0,549,"29,417","53,485","5,291","10,109","5,056",104,0,0,0,0,"1,029",8,,0,,,9,"1,940",0,0,0,0,1,380,,,,,,,,,"89,743","1,327",,  -   ,,,,,,,,,,,
618,Sindonews,Sindo Kalam,2024,June,"330,117","330,117","2,795","1,442",00:00:30,58,,"2,258,596",8,"234,288","173,467","60,821","60,821",0,"1,811",369,"3,529",280,361,118,"34,715",0,0,472,"33,512","60,931","6,118","9,959","5,799",105,0,0,0,0,"1,144",10,,0,,,18,"1,127",0,0,0,0,2,350,,,,,,,,,"91,185","1,442",,  -   ,,,,,,,,,,,
619,Sindonews,Sindo Kalam,2024,July,"377,027","377,027","4,126","1,417",00:00:39,57,2,"3,033,219",7,"270,124","204,537","65,587","65,587",0,"1,813",396,"3,335",276,438,104,"33,204",0,0,521,"31,818","57,850","5,839","9,908","5,522",88,0,0,0,0,"1,231",12,,0,,,15,"1,208",0,0,0,0,2,409,,,,,,,,,"92,602","1,417",,  -   ,,,,,,,,,,,
620,Sindonews,Sindo Kalam,2024,August,"335,432","335,432","2,441","1,081",00:00:26,59,,"2,315,042",7,"233,192","163,660","69,532","69,532",0,"1,436",355,"3,133",275,428,96,"29,912",0,0,467,"28,924","52,588","5,387","9,762","4,990",89,0,0,0,0,"1,264",8,,0,,,12,"3,338",0,0,0,0,4,446,,,,,,,,,"93,683","1,081",,  -   ,,,,,,,,,,,
621,Sindonews,Sindo Kalam,2024,September,"418,149","418,149","2,465","1,278",00:00:21,66,1,"2,681,657",8,"282,046","199,318","82,728","82,728",0,"1,647",369,"4,138",374,484,118,"29,866",0,0,593,"28,341","51,530","6,122","8,417","5,608",71,0,0,0,0,"1,410",8,,0,,,9,"1,226",0,0,0,0,3,377,,,,,,,,,"94,961","1,278",,  -   ,,,,,,,,,,,
622,Sindonews,Sindo Kalam,2024,October,"619,214","619,214","3,372","1,644",00:00:19,71,7,"3,827,936",8,"397,405","280,928","116,477","116,477",0,"2,120",476,"6,349",597,780,128,"35,943",0,0,795,"32,499","59,090","6,044","9,777","5,479",58,0,0,0,0,"1,676",10,,0,,,10,"2,425",0,0,0,4,9,686,,,,,,,,,"96,605","1,644",,  -   ,,,,,,,,,,,
623,Sindonews,Sindo Kalam,2024,November,"649,026","649,026","5,383","1,880",00:00:29,66,,"4,696,741",7,"438,503","308,256","130,247","130,247",0,"2,323",443,"6,358",735,575,123,"28,572",0,0,944,"26,166","47,575","4,934","9,642","4,575",44,0,0,0,0,"1,767",15,,0,,,11,"1,745",0,0,0,2,0,297,,,,,,,,,"98,485","1,880",,  -   ,,,,,,,,,,,
624,Sindonews,Sindo Kalam,2024,December,"585,160","585,160","4,132","1,643",00:00:25,62,1,"3,997,109",7,"400,508","274,460","126,048","126,048",0,"2,096",453,"5,549",568,640,126,"34,138",0,0,792,"29,718","54,034","5,295","10,205","5,005",58,0,0,0,0,"1,641",12,,0,,,15,"2,353",0,0,0,2,3,386,,,,,,,,,"100,128","1,643",,  -   ,,,,,,,,,,,
625,Sindonews,Sindo Kalam,2025,January,"487,353","487,353","3,307","1,419",00:00:24,59,,"3,246,103",7,"333,393","225,988","107,405","107,405",0,"1,784",365,"4,551",498,382,102,"76,267",0,0,726,"74,282","35,373","3,644","9,707","3,511",156,0,0,0,0,"1,643",11,,0,,,7,"2,320",0,0,0,0,2,341,,,,,,,,,"101,547","1,419",0,  -   ,  -   ,,,,,,,,,,
626,Sindonews,Sindo Kalam,2025,February,"385,338","385,338","2,369","1,250",00:00:22,60,0,"2,515,409",7,"265,776","175,086","90,690","90,690",0,"1,506",256,"3,378",393,293,72,"95,015",0,0,906,"93,099","169,272","33,248","5,091","31,464",247,0,0,0,0,"1,287",9,,0,,,8,"2,341",0,0,0,0,1,292,,,,,,,,,"102,797","1,250",0,  -   ,  -   ,,,,,,,,,,
627,Sindonews,Sindo Kalam,2025,March,"614,743","596,028","3,014","1,487",00:00:18,63,,"3,473,032",8,"393,194","260,994","131,871","129,872","1,999","2,270",783,"5,411",632,441,125,"119,951",0,0,884,"117,680","213,964","43,561","4,912","41,372",201,0,0,0,0,"1,729",11,,0,,,34,"3,270",0,0,0,2,2,252,,,,,,,,,"104,284","1,487",0,  -   ,  -   ,,,,,,,,,,
628,Sindonews,Sindo Kalam,2025,April,"908,606","431,078","2,197","1,051",00:00:17,67,0,"2,349,211",7,"282,885","186,635","96,404","93,635","2,769","1,569",518,"3,688",429,467,94,"52,407",0,0,833,"50,563","91,934","19,723","4,661","18,718",122,0,0,0,0,"2,529",8,,0,,,39,"9,850",0,0,0,1,3,366,,,,,,,,,"105,335","1,051",0,  -   ,  -   ,,,,,,,,,,
629,Sindonews,Sindo Kalam,2025,May,"1,358,405","636,808","2,827","1,514",00:00:15,82,1,"3,219,880",7,"399,769","267,039","132,730","129,492","3,238","2,049",535,"5,322",636,504,131,"31,466",0,0,"1,173","28,842","52,440","7,358","7,127","6,836",49,0,0,0,0,"3,811",10,1,0,0,0,38,"8,521",0,0,0,1,1,270,,,,,,,,,"106,849","1,514",233,#VALUE!, -,,,,,,,,,,
630,Sindonews,Sindo Kalam,2025,June,"789,011","368,788","1,779",784,00:00:16,58,18,"1,970,186",7,"252,549","161,294","91,255","89,080","2,175","1,200",416,"2,899",362,284,105,"33,966",0,0,846,"32,211","58,565","9,397","6,232","8,910",92,0,0,0,0,"2,335",7,2,7,0,0,31,"4,307",0,0,0,1,1,244,,,,,,,,,"107,633",784,"3,968","  7,820 ",  0 ,,,,,,,,,,
631,Sindonews,Sindo Kalam,2025,July,"399,850","193,033","1,115",242,00:00:20,47,7,"1,185,379",7,"139,701","91,826","47,875","46,635","1,240",635,393,"1,182",129,233,58,"33,741",0,0,512,"32,716","59,485","8,703","6,835","8,358",175,0,0,0,0,"1,268",5,5,10,0,20,14,"4,851",0,0,0,0,0,221,,,,,,,,,"107,875",242,845,"  6,970 ",  0 ,58.40%,41.60%,,3.60%,13.60%,45.60%,27.10%,7.10%,2.10%,1.00%
632,Sindonews,Sindo Kalam,2025,August,"334,499","167,582","1,291",333,00:00:27,17,19,"1,178,598",6,"119,743","81,675","38,068","36,916","1,152",621,288,"1,247",132,449,80,"52,770",0,0,673,"51,515","94,080","14,927","6,303","13,962",315,0,0,0,0,"1,329",7,32,3,1,5,6,"1,460",0,0,0,0,3,284,,,,,,,,,"108,209",333,"3,185","  15,810 ",  1 ,60.10%,39.90%,0%,4.00%,13.10%,44.30%,26.80%,7.70%,2.80%,1.30%
633,Sindonews,Sindo Kalam,2025,September,"267,076","138,785","1,550",154,00:00:39,11,101,"1,203,741",6,"102,465","73,668","28,797","27,892",905,491,337,762,47,455,45,"90,822",0,0,"1,079","88,438","160,886","21,641","7,434","18,926",654,0,0,0,0,"1,055",10,177,26,4,66,4,"2,497",0,0,0,1,2,406,,,,,,,,,"108,356",154,"22,921","  42,160 ",  2 ,62.20%,37.80%,0%,4.10%,12.40%,44.00%,26.20%,8.30%,3.40%,1.60%
634,Sindonews,Sindo Kalam,2025,October,"320,806","169,146","1,757",313,00:00:36,7,68,"1,318,578",6,"122,474","87,819","34,655","33,574","1,081",607,294,"1,215",62,543,68,"100,345",0,0,"1,313","97,577","177,413","26,114","6,794","23,278",593,0,0,0,0,"1,144",11,106,35,4,51,5,"2,406",0,0,0,0,4,436,,,,,,,,,"108,669",313,"16,543","  38,760 ",  2 ,61.10%,38.90%,0.00%,4.00%,11.80%,44.60%,26.10%,8.40%,3.40%,1.70%
635,Sindonews,Sindo Kalam,2025,November,"356,922","192,324","2,086",314,00:00:38,30,67,"1,384,373",7,"143,940","103,924","40,056","39,001","1,055",641,327,"1,265",84,463,84,"110,745",0,0,"1,135","108,303","198,731","31,553","6,298","28,886",576,0,10,0,0,"1,395",19,8,44,0,1,9,"1,967",0,0,0,0,4,302,,,,,,,,,"108,983",314,"11,346","  30,600 ",  2 ,61.60%,38.40%,0%,4.00%,11.30%,44.80%,25.90%,8.50%,3.60%,1.90%
636,Sindonews,Sindo Kalam,2025,December,"475,948","277,372","6,483",643,00:01:23,5,77,"1,944,475",8,"199,397","158,513","40,757","39,748","1,009","1,017",374,"2,113",198,670,543,"242,576",0,0,"4,806","236,095","551,610","79,511","6,938","68,268",875,0,6,0,0,"2,091",64,25,57,55,"4,139",11,"6,361",0,0,0,0,2,510,,,,,,,,,"109,626",643,"77,802","  160,310 ",  9 ,63.70%,36.30%,0%,3.80%,10.30%,42.70%,25.80%,10.20%,4.90%,2.40%
637,Sindonews,Sindo Kalam,2026,January,"455,070","245,301","3,018",455,00:00:43,19,133,"1,763,794",6,"173,862","133,886","39,941","39,017",924,794,339,"1,723",109,599,88,"217,737",0,0,"3,415","197,111","359,555","46,485","7,735","40,729",836,0,1,0,0,"2,408",35,20,59,12,141,13,"2,697",0,0,0,0,3,409,,,,,,,,,"110,080",454,"55,612","  82,499 ",,59.60%,40.40%,0%,3.70%,10.50%,44.40%,26.00%,9.40%,4.10%,2.00%
638,Sindonews,Sindo Kalam,2026,February,"543,322","329,825","9,568",846,00:01:44,9,139,"2,564,962",6,"233,510","188,085","46,102","45,204",898,"1,216",370,"2,466",154,701,150,"601,705",0,0,"23,246","574,712","1,044,832","122,180","8,552","95,537","1,824",0,0,0,0,"3,342",181,40,215,195,275,26,"8,061",0,0,0,0,6,878,,,,,,,,,"110,927",846,"108,299","  404,576 ",,61.70%,38.30%,0.00%,3.30%,10.10%,42.60%,25.70%,10.40%,5.40%,2.60%
639,Sindonews,Sindo Kalam,2026,March,"589,869","312,796","4,155",620,00:00:47,5,110,"1,925,369",6,"221,379","157,700","51,943","51,074",869,"1,041",421,"2,110",148,570,99,"335,915",0,0,"7,408","326,774","593,935","66,546","8,925","54,294","1,062",0,1,0,0,"2,524",65,43,206,514,520,35,"7,446",0,0,0,0,5,625,,,,,,,,,"111,547",620,"28,264","  82,351 ",,59.90%,40.10%,0.00%,3.70%,10.30%,45.60%,26.90%,8.60%,3.20%,1.70%
640,Sindonews,Sindo Kalam,2026,April,"576,530","304,704","3,160",446,00:00:36,30,18,"1,914,008",6,"216,477","155,869","44,660","43,887",773,892,446,"1,670",175,454,97,"235,144",0,0,"2,251","229,000","412,172","60,025","6,867","54,316",772,0,0,0,0,"2,369",23,12,51,4,9,24,"6,200",0,0,0,0,3,544,,,,,,,,,"111,993",446,"35,492","  38,340 ",,61.10%,38.90%,0%,3.60%,10.40%,45.70%,25.70%,8.50%,3.90%,2.30%
641,Sindonews,Sindo Kalam,2026,May,"598,833","297,265","2,981",549,00:00:35,27,63,"1,575,269",6,"203,443","149,243","45,178","44,416",762,924,375,"2,123",189,387,77,"239,039",0,0,"4,165","231,527","404,848","37,928","10,674","31,439",824,0,0,0,0,"2,423",35,10,122,0,65,21,"5,002",0,0,0,0,16,"2,310",,,,,,,,,"112,542",549,"38,146","  134,532 ",,59.40%,40.60%,0.00%,3.70%,10.40%,46.40%,26.30%,8.30%,3.20%,1.70%
642,Sindonews,SINDO Kalam,2026,June,"192,175","102,316","1,273",143,00:00:44,9,32,"697,383",6,"73,320","51,075","16,578","16,220",358,423,280,356,-22,392,56,"123,930",0,0,"1,490","120,953","209,577","15,309","13,690","12,528","1,278",0,0,0,0,"1,020",17,27,48,49,3,5,"1,600",0,0,0,0,2,413,,,,,,,,,"112,685",143,"7,959","  46,477 ",,59.30%,40.70%,0.00%,3.40%,10.20%,46.80%,27.60%,8.50%,2.70%,0.80%
643,Sindonews,SINDO Kalam,2026,July,"158,331","89,785",945,148,00:00:37,18,65,"589,459",7,"63,420","46,056","11,813","11,499",314,426,278,353,-53,321,22,"96,200",0,0,635,"91,468","163,148","13,069","12,484","11,486","1,077",0,3,0,0,842,6,5,52,2,0,3,686,0,0,0,0,7,541,,,,,,,,,"112,833",148,"21,950","  36,472 ",,59.00%,41.00%,0.00%,3.10%,9.60%,44.70%,26.90%,9.20%,4.20%,
644,Sindonews,SINDO Kalam,2026,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Sindonews,SINDO Kalam,2026,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,Sindonews,SINDO Kalam,2026,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Sindonews,SINDO Kalam,2026,November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Sindonews,SINDO Kalam,2026,December,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Sindonews,Sindo Podcast,2024,January,"85,537","85,537","1,261",4,00:00:53,21,,"1,269,926",5,"55,023","49,365","5,658","5,658",0,230,226,-175,1,70,24,"39,881",0,0,"1,080","38,310","69,654","9,711","7,173","9,011",466,0,0,0,0,466,11,,0,,,,36,0,0,0,0,0,6,,,,,,,,,"273,822",4,,  -   ,,,,,,,,,,,
650,Sindonews,Sindo Podcast,2024,February,"106,069","106,069","1,335",83,00:00:45,19,0,"1,457,631",6,"67,943","61,749","6,213","6,213",0,301,218,-94,-7,110,32,"32,304",0,0,734,"31,149","56,634","8,090","7,001","7,432",305,0,0,0,0,426,8,,0,,,,1,0,0,0,0,0,4,,,,,,,,,"273,905",83,,  -   ,,,,,,,,,,,
651,Sindonews,Sindo Podcast,2024,March,"87,925","87,925","1,188",28,00:00:48,17,,"1,219,080",6,"52,627","45,664","6,963","6,963",0,233,205,-4,6,57,15,"35,004",0,0,492,"34,338","62,431","8,021","7,783","7,171",398,0,0,0,0,305,5,,0,,,,,0,0,0,0,0,16,,,,,,,,,"273,933",28,,  -   ,,,,,,,,,,,
652,Sindonews,Sindo Podcast,2024,April,"96,067","96,067","1,209",50,00:00:45,14,1,"1,333,225",5,"53,832","46,077","7,755","7,755",0,243,193,120,16,64,33,"29,489",0,0,861,"28,414","51,662","6,265","8,246","5,713",307,0,0,0,0,339,8,,0,,,,,0,0,0,0,0,6,,,,,,,,,"273,983",50,,  -   ,,,,,,,,,,,
653,Sindonews,Sindo Podcast,2024,May,"92,672","92,672","1,212",9,00:00:47,17,4,"1,235,926",6,"56,669","48,270","8,399","8,399",0,273,264,-45,0,86,70,"32,495",0,0,984,"31,160","56,656","6,417","8,829","5,783",351,0,0,0,0,359,8,,0,,,,,0,0,0,0,0,12,,,,,,,,,"273,992",9,,  -   ,,,,,,,,,,,
654,Sindonews,Sindo Podcast,2024,June,"210,238","210,238","4,255",296,00:01:12,28,271,"2,245,538",8,"143,453","128,303","15,150","15,150",0,606,310,978,58,503,521,"274,822",0,0,"5,774","268,739","488,617","42,617","11,465","40,196","1,307",0,0,0,0,"1,134",43,,0,,,,,0,0,0,0,2,12,,,,,,,,,"274,288",296,,  -   ,,,,,,,,,,,
655,Sindonews,Sindo Podcast,2024,July,"338,198","338,198","11,215",642,00:01:59,33,91,"2,999,914",10,"248,010","209,083","38,927","38,927",0,967,325,"1,730",48,524,792,"764,130",0,0,"15,162","748,673","1,361,226","123,377","11,033","109,767","2,259",0,0,0,0,"2,841",153,,0,,,,,0,0,0,0,1,15,,,,,,,,,"274,930",642,,  -   ,,,,,,,,,,,
656,Sindonews,Sindo Podcast,2024,August,"188,956","188,956","6,075",348,00:01:55,27,1,"2,066,687",8,"138,241","105,946","32,295","32,295",0,620,272,566,3,205,293,"259,197",0,0,"5,626","252,857","459,740","42,875","10,723","36,282","1,372",0,0,0,0,"1,071",52,,0,,,1,368,0,0,0,0,0,10,,,,,,,,,"275,278",348,,  -   ,,,,,,,,,,,
657,Sindonews,Sindo Podcast,2024,September,"121,231","121,231","2,370",137,00:01:10,30,136,"1,491,985",7,"85,875","67,456","18,419","18,419",0,367,230,326,10,254,147,"169,704",0,0,"1,963","167,319","304,216","29,186","10,423","26,130","1,400",0,0,0,0,843,25,,0,,,,4,0,0,0,0,0,16,,,,,,,,,"275,415",137,,  -   ,,,,,,,,,,,
658,Sindonews,Sindo Podcast,2024,October,"59,770","59,770",841,-44,00:00:50,21,,"752,359",6,"36,450","27,724","8,726","8,726",0,181,225,-139,-9,153,13,"34,091",0,0,"1,822","31,821","57,855","7,198","8,038","6,719",570,0,0,0,0,"1,244",28,,0,,,,,0,0,0,0,0,20,,,,,,,,,"275,371",-44,,  -   ,,,,,,,,,,,
659,Sindonews,Sindo Podcast,2024,November,"177,516","177,516","4,154",281,00:01:24,26,171,"1,958,587",8,"126,932","101,325","25,607","25,607",0,520,239,748,15,508,274,"213,210",0,0,"5,947","206,897","376,176","35,850","10,493","31,215","1,201",0,0,0,0,"1,263",43,,0,,,,,0,0,0,0,0,8,,,,,,,,,"275,652",281,,  -   ,,,,,,,,,,,
660,Sindonews,Sindo Podcast,2024,December,"106,270","106,270","2,868",51,00:01:37,21,81,"1,352,225",6,"64,325","48,536","15,789","15,789",0,353,302,329,13,215,109,"102,544",0,0,"4,927","97,072","176,495","17,611","10,022","15,576",965,0,0,0,0,913,34,,0,,,,,0,0,0,0,0,2,,,,,,,,,"275,703",51,,  -   ,,,,,,,,,,,
661,Sindonews,Sindo Podcast,2025,January,"116,362","116,362","5,225",208,00:02:41,25,27,"1,459,245",6,"68,609","50,478","18,131","18,131",0,463,255,473,28,194,176,"61,511",0,0,"11,323","49,797","90,539","11,462","7,899","10,798",529,0,0,0,0,"1,302",81,,0,,,,1,0,0,0,0,0,10,,,,,,,,,"275,911",208,"49,068","  12,920 ",  1 ,,,,,,,,,,
662,Sindonews,Sindo Podcast,2025,February,"75,212","75,212","3,089",131,00:02:27,23,10,"817,980",7,"40,694","28,482","12,212","12,212",0,268,137,365,1,116,137,"30,234",0,0,"9,964","20,060","36,472","4,096","8,904","3,746",402,0,0,0,0,714,55,,0,,,,1,0,0,0,0,0,4,,,,,,,,,"276,042",131,"20,152","  6,290 ",  0 ,,,,,,,,,,
663,Sindonews,Sindo Podcast,2025,March,"56,464","56,444",687,-70,00:00:43,12,,"680,166",6,"27,409","22,359","5,057","4,822",235,216,286,-135,-10,64,123,"16,709",0,0,646,"15,707","28,558","3,252","8,782","3,073",296,0,0,0,0,238,5,,0,,,1,9,0,0,0,0,0,10,,,,,,,,,"275,972",-70,0,  -   ,  -   ,,,,,,,,,,
664,Sindonews,Sindo Podcast,2025,April,"113,579","111,879","1,436",48,00:00:46,21,,"1,165,982",8,"73,934","64,472","9,454","9,041",413,332,284,-598,-2,83,52,"13,401",0,0,553,"11,942","21,713","2,630","8,256","2,461",120,0,0,0,0,383,9,,0,,,,1,0,0,0,0,0,10,,,,,,,,,"276,020",48,0,  -   ,  -   ,,,,,,,,,,
665,Sindonews,Sindo Podcast,2025,May,"72,427","70,928","1,360",-28,00:01:08,12,14,"825,836",6,"39,843","34,397","5,446","5,096",350,247,275,-233,-52,69,347,"53,101",0,0,"4,937","47,546","86,446","8,387","10,307","6,847",749,5,493,0,0,512,33,,0,,,,1,0,0,0,0,0,8,,,,,,,,,"275,992",-28,"9,013","  40,630 ",  2 ,,,,,,,,,,
666,Sindonews,Sindo Podcast,2025,June,"206,534","205,354","20,860","1,402",00:06:05,20,25,"1,971,751",8,"173,855","166,277","7,578","7,427",151,"1,683",281,"1,458",194,281,"2,084","956,086",0,0,"53,121","902,432","1,640,785","202,477","8,104","172,573","4,656",8,761,0,0,"2,152",354,125,18,16,1,,2,0,0,0,0,0,0,,,,,,,,,"277,394","1,402","192,549","  974,100 ",  57 ,,,,,,,,,,
667,Sindonews,Sindo Podcast,2025,July,"68,262","65,536","4,575",47,00:04:11,20,33,"709,788",7,"51,649","42,917","8,732","8,637",95,370,323,227,3,156,223,"178,701",0,0,"8,463","168,649","306,636","40,598","7,553","34,633","2,727",0,5,0,0,692,55,,0,,,,,0,0,0,0,0,0,,,,,,,,,"277,441",47,"50,117","  164,730 ",  10 ,74.40%,25.60%,,0%,9.20%,52.70%,26.10%,5.70%,4.10%,2.20%
668,Sindonews,Sindo Podcast,2025,August,"278,721","277,104","35,187","1,466",00:07:37,23,62,"2,821,104",8,"227,129","199,510","27,619","27,530",89,"1,707",241,"1,625",98,370,"1,456","1,885,513",0,0,"116,831","1,767,810","3,214,096","295,379","10,881","222,736","6,804",0,6,0,0,"4,995",800,0,5,0,0,,,0,0,0,0,0,0,,,,,,,,,"278,968","1,466","245,085","  1,829,880 ",  108 ,80.40%,19.60%,0%,0.50%,4.40%,22.10%,21.60%,21.60%,19.60%,10.20%
669,Sindonews,Sindo Podcast,2025,September,"635,169","626,598","61,420","3,605",00:05:52,29,247,"6,960,361",7,"492,054","404,621","87,433","87,332",101,"3,967",362,"5,291",231,"1,063","3,670","3,752,517",0,0,"134,456","3,615,980","6,574,508","736,100","8,932","570,389","5,989",2,38,0,0,"9,086",952,191,57,5,38,,1,0,0,0,0,"1,452","81,635",,,,,,,,,"282,513","3,605","611,244","  3,768,390 ",  222 ,79.90%,20.10%,0%,0.70%,4.60%,22.40%,18.90%,19.80%,21.70%,12.00%
670,Sindonews,Sindo Podcast,2025,October,"312,182","303,769","38,312","1,899",00:07:33,18,303,"2,981,334",8,"237,330","159,395","77,935","77,818",117,"2,232",333,"2,867",124,697,"1,109","2,269,241",0,0,"129,352","2,136,581","3,885,502","407,670","9,531","286,173","7,470",2,25,0,0,"5,230",894,149,9,3,3,,4,0,0,0,0,343,"20,091",,,,,,,,,"284,412","1,899","263,180","  2,166,990 ",  127 ,81.40%,18.60%,0%,0.50%,3.90%,21.90%,17.10%,17.50%,22.40%,16.60%
671,Sindonews,Sindo Podcast,2025,November,"1,121,667","1,110,456","124,885","3,292",00:06:44,28,268,"11,166,393",8,"745,502","493,965","251,784","251,388",396,"3,714",422,"6,611",488,"1,258","8,660","7,262,643",0,0,"305,077","6,954,381","12,645,930","1,418,144","8,917","1,103,127","6,540",3,11,0,0,"16,328","2,064",26,13,50,150,,,0,0,0,0,"5,456","256,075",,,,,,,,,"287,704","3,292","1,093,226","  7,254,070 ",  427 ,80.80%,19.20%,0%,1.00%,4.80%,23.30%,19.10%,19.70%,20.50%,11.60%
672,Sindonews,Sindo Podcast,2025,December,"986,411","970,423","122,318","3,004",00:07:33,26,308,"9,496,645",8,"644,133","357,966","285,823","283,980","1,843","3,458",454,"7,950",456,"2,087","5,476","8,403,578",0,0,"511,995","7,885,977","14,338,264","1,277,638","11,222","958,554","8,660",0,28,0,0,"20,909","3,548",17,20,147,2,,,0,0,0,0,902,"82,819",,,,,,,,,"290,708","3,004","845,788","  7,560,070 ",  445 ,74.90%,25.00%,0%,0.90%,4.20%,22.50%,19.80%,20.40%,20.30%,11.90%
673,Sindonews,Sindo Podcast,2026,January,"659,168","646,596","83,841","2,378",00:07:46,27,373,"6,796,727",7,"476,242","293,230","182,982","180,144","2,838","2,785",407,"5,350",285,"2,101","3,217","5,049,383",0,0,"361,775","4,568,289","8,309,965","794,987","10,453","533,405","7,631",1,15,0,0,"14,924","2,604",13,13,6,1,,1,0,0,0,0,112,"17,854",,,,,,,,,"293,086","2,378","557,774","  4,344,532 ",,78.20%,21.80%,0%,0.80%,4.10%,24.90%,22.10%,20.50%,17.50%,10.20%
674,Sindonews,Sindo Podcast,2026,February,"1,203,307","1,202,779","137,699","2,707",00:06:52,13,652,"11,577,683",9,"855,434","469,695","383,710","373,836","9,874","3,244",537,"8,159",357,"2,138","5,507","7,909,331",0,0,"563,447","7,345,599","13,348,941","1,369,475","9,747","997,461","6,573",0,8,0,0,"28,386","4,058",765,230,"8,735","1,233",0,2,0,0,0,0,"1,311","191,802",,,,,,,,,"295,793","2,707","1,001,359","  6,197,533 ",,81.70%,18.30%,0.00%,0.80%,4.20%,25.10%,22.90%,20.60%,17.40%,9.00%
